"timestamp","beacon_id","device_id","is_present","lastseen","rssi","status"
"1682572334","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-12","completed"
"1682571362","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-48","completed"
"1682570145","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-60","completed"
"1682570866","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-9","completed"
"1682572068","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","false","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-85","ongoing"
"1682570410","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","true","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-67","completed"
"1682570901","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-20","completed"
"1682572003","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","true","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-17","completed"
"1682570560","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","false","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-89","ongoing"
"1682570320","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","false","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-72","ongoing"
"1682570746","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-37","completed"
"1682572890","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-12","completed"
"1682571918","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","true","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-39","completed"
"1682572199","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","false","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-72","ongoing"
"1682570686","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","false","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-92","ongoing"
"1682572574","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-30","completed"
"1682572885","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","true","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-32","completed"
"1682570691","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-40","completed"
"1682572204","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-59","completed"
"1682570570","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","true","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-15","completed"
"1682571142","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","true","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-40","completed"
"1682570060","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","true","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-17","completed"
"1682571497","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-45","completed"
"1682572719","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-40","completed"
"1682572639","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","false","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-82","ongoing"
"1682571357","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","false","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-89","ongoing"
"1682572304","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","false","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-87","ongoing"
"1682571402","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-69","completed"
"1682571257","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-19","completed"
"1682570435","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","false","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-77","ongoing"
"1682570135","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","false","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-100","ongoing"
"1682570400","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","false","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-71","ongoing"
"1682571397","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","false","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-97","ongoing"
"1682572359","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","false","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-96","ongoing"
"1682572083","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-49","completed"
"1682571492","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","false","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-99","ongoing"
"1682570956","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-7","completed"
"1682570050","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","true","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-60","completed"
"1682572709","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","5046452","false","E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","'-94","ongoing"
"1682571903","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","false","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-84","ongoing"
"1682570140","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","true","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-15","completed"
"1682571993","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","false","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-80","ongoing"
"1682572038","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","true","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-32","completed"
"1682572033","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","false","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-97","ongoing"
"1682572880","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","5046452","false","FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","'-94","ongoing"
